competitor.id,competitor.sum_points,competitor.place,competitor.place_prev,competitor.id_person,competitor.family_name,competitor.given_name,competitor.gender,competitor.timestamp_version,competitor.id_country,competitor.id_weight
46130_244_7,50,154,,46130,GHOLMIAH,Chadi,male,v1638043538,244,7
69725_49_7,50,154,152.0,69725,SANTOS,Gabriel,male,v1657303096,49,7
23283_87_7,50,154,,23283,ALRASHED,Hamad,male,v1634311788,87,7
9212_57_7,50,154,152.0,9212,SMITH III,L.A.,male,v1611780186,57,7
49452_51_12,39,154,153.0,49452,LEFORT,Alexandria,female,v1544097469,51,12
49674_25_8,26,154,152.0,49674,WOZNIAK,Zuzanna,female,v1645953645,25,8
1159_9_8,26,154,152.0,1159,BUIOK,Mariia,female,v1522826134,9,8
23035_4_8,26,154,152.0,23035,CORCHER,Sephora,female,v1643798338,4,8
38099_194_2,160,155,156.0,38099,AHMADI,Ahmad Shabir,male,v1555069107,194,2
68732_46_4,152,155,155.0,68732,BAYANDELIHEI,,male,v1657116568,46,4
9581_25_3,145,155,156.0,9581,SZWARNOWIECKI,Damian,male,v1653922107,25,3
50689_24_1,118,155,155.0,50689,VEKSLER,Yehonatan,male,v1624516063,24,1
64780_93_5,106,155,156.0,64780,GARCIA,Angel,male,v1628173902,93,5
9248_296_6,80,155,154.0,9248,ZANKISHIEV,Kazbek,male,v1573310182,296,6
64728_49_11,56,155,153.0,64728,SILVA,Nauana,female,v1628713170,49,11
44529_61_11,56,155,153.0,44529,TSOG-OCHIR,Sunjidmaa,female,v1632140467,61,11
41587_233_9,48,155,154.0,41587,ANESTOR,Sabiana,female,v1610936435,233,9
44826_297_12,36,155,154.0,44826,GOPEA,Anais,female,v1660290987,297,12
49194_70_12,36,155,154.0,49194,HEUKOUA DOUANLA,Erna Cindy,female,v1542639781,70,12
55085_51_12,36,155,154.0,55085,BIRON,Laurence,female,v1560335680,51,12
8032_50_12,36,155,154.0,8032,SOUKANE,Sarah,female,v1647442910,50,12
31341_95_12,36,155,154.0,31341,OTANO PINA,Katherine,female,v1661932846,95,12
56470_18_12,36,155,154.0,56470,HADDADI,Fatma,female,v1567355629,18,12
67484_50_12,36,155,154.0,67484,MOHAMEDI,Lyna,female,v1647443082,50,12
69532_264_12,36,155,154.0,69532,VITIELLI,Haukea,female,v1655722144,264,12
30842_225_2,151,156,157.0,30842,CESAR,Diogo,male,v1618406053,225,2
15375_113_4,151,156,156.0,15375,GAVIDIA,Jesus,male,v1650891383,113,4
66186_48_3,142,156,157.0,66186,SAN ROMAN CHAVEZ,Hector,male,v1643208687,48,3
19620_193_1,115,156,156.0,19620,HEYDER,Maximilian,male,v1638458409,193,1
34406_172_5,106,156,157.0,34406,SEFAN,Salih,male,v1612341718,172,5
33150_77_6,76,156,155.0,33150,PANNICCIA,Juan ignacio,male,v1578082400,77,6
7565_56_6,76,156,155.0,7565,EDWARDS,Jakob,male,v1656359806,56,6
15965_34_10,66,156,153.0,15965,TSCHOPP,Evelyne,female,v1609608597,34,10
42859_23_9,47,156,155.0,42859,PERNA,Kenya,female,v1581416461,23,9
14696_14_13,10,156,155.0,14696,RAIFOVA,Zarina,female,v1568380295,14,13
54790_49_4,150,157,157.0,54790,BOTHOME,Henrique,male,v1558516005,49,4
26067_70_2,147,157,158.0,26067,ALIMA FOUDA,Paul Jouel,male,v1619427492,70,2
37310_84_3,135,157,158.0,37310,ZHUMANAZAROV,Ratbek,male,v1616107677,84,3
31404_113_1,114,157,157.0,31404,RAMIREZ,Alexander,male,v1583748563,113,1
40627_109_5,106,157,158.0,40627,PAEZ,Carlos,male,v1556279672,109,5
54142_142_10,66,157,154.0,54142,ESCANO,Maria,female,v1656568456,142,10
33906_93_11,53,157,155.0,33906,AREVALO,Sofia,female,v1660774844,93,11
67920_48_9,42,157,156.0,67920,CABRERA TORRES,Blanca,female,v1659974208,48,9
13331_20_8,25,157,155.0,13331,MONTANEZ PEIROT,Carla,female,v1618601265,20,8
31350_95_8,25,157,155.0,31350,AGUASANTA,Angela,female,v1616655005,95,8
55436_93_8,25,157,155.0,55436,ORTIZ,Fabiola,female,v1562594133,93,8
65475_70_8,25,157,155.0,65475,TCHIOFFO MALUM,Achille Aude,female,v1666294086,70,8
63519_9_13,8,157,156.0,63519,KAZAKOVA,Anna,female,v1618557901,9,13
13611_266_4,149,158,153.0,13611,CERCEA,Marcel,male,v1636379156,266,4
48750_182_2,140,158,159.0,48750,HAWSAWI,Mounis,male,v1667376944,182,2
51933_14_3,134,158,159.0,51933,NARKULOV,Askar,male,v1614150325,14,3
45111_14_1,112,158,158.0,45111,SERIKBAYEV,Nurkanat,male,v1620629712,14,1
47758_161_1,112,158,158.0,47758,PHUTHEGO,Tumiso,male,v1657285431,161,1
63455_17_1,112,158,158.0,63455,BEKMURODOV,Zamohshari,male,v1619160629,17,1
10639_231_5,106,158,159.0,10639,MILLIMONO,Abdoulaye,male,v1668165054,231,5
25679_4_6,76,158,188.0,25679,PAVLOVSKI,Nicolas,male,v1579085493,4,6
20956_20_10,66,158,155.0,20956,RUIZ MURO,Maria,female,v1617697674,20,10
36801_4_11,52,158,156.0,36801,SAINT ETIENNE,Perrine,female,v1554384393,4,11
55307_97_9,42,158,157.0,55307,MORA,Maria Alejandra,female,v1646815927,97,9
15693_96_9,42,158,157.0,15693,GONZALEZ,Judith,female,v1645607018,96,9
69751_253_13,6,158,157.0,69751,ORTIZ,Keyra,female,v1656490954,253,13
70285_92_13,6,158,157.0,70285,ARELLANO,Scarleth,female,v1658215184,92,13
70297_97_13,6,158,157.0,70297,DIAZ LAGAREJO,Liseth,female,v1658423464,97,13
65506_92_13,6,158,157.0,65506,GENESIS,Criollo,female,v1634630519,92,13
52812_109_4,148,159,158.0,52812,PATETE,Jonhelius,male,v1619556263,109,4
44852_17_2,135,159,118.0,44852,YULDOSHEV,Dilshodbek,male,v1621592912,17,2
21209_296_3,130,159,120.0,21209,NAGUCHEV,Kazbek,male,v1637583058,296,3
25682_93_5,101,159,160.0,25682,OCHOA,Victor,male,v1615197465,93,5
13613_266_6,70,159,157.0,13613,KUNSZABO,Luca,male,v1558179658,266,6
71868_70_6,70,159,157.0,71868,TAHMAN ZAN,Franck Ulrick,male,v1668415731,70,6
10699_8_6,70,159,157.0,10699,MEHDIYEV,Mammadali,male,v1569490747,8,6
44010_14_6,70,159,157.0,44010,SHAGATAYEV,Bekzat,male,v1583136828,14,6
40415_113_10,65,159,156.0,40415,FLORES,Marian,female,v1571055946,113,10
63596_14_11,50,159,157.0,63596,YERGALIYEVA,Samalay,female,v1619072883,14,11
40668_4_7,49,159,155.0,40668,GEOFFROY,Adrien,male,v1567503093,4,7
47039_113_4,146,160,159.0,47039,SAAVEDRA,Javier,male,v1662930598,113,4
30616_14_2,134,160,160.0,30616,MOLDASH,Kemelbek,male,v1616328169,14,2
42199_78_3,127,160,160.0,42199,NDIAYE,Mame,male,v1621418731,78,3
11595_264_5,100,160,161.0,11595,GAUDEMER,Cyril,male,v1655928781,264,5
58013_4_10,62,160,157.0,58013,CABANNE,Aurore,female,v1571058113,4,10
36895_10_11,50,160,,36895,AYDIN,Seydanur,female,v1643971918,10,11
28976_4_11,50,160,158.0,28976,HORLAVILLE,Yasmine,female,v1577207378,4,11
25916_82_11,50,160,158.0,25916,KNOESTER,Skye,female,v1664793718,82,11
56908_30_11,50,160,,56908,DIMITRIOU,Diana,female,v1568276485,30,11
25526_93_11,50,160,158.0,25526,PEREZ,Julieta,female,v1617696137,93,11
20990_26_7,45,160,156.0,20990,GREENIDGE,Wesley,male,v1615195128,26,7
50340_10_9,42,160,159.0,50340,KOMURCU,Yaren,female,v1623238499,10,9
13028_8_4,146,161,160.0,13028,HEYDAROV,Hidayat,male,v1668096823,8,4
47542_77_2,131,161,161.0,47542,PILO LA CUADRA,Matias,male,v1535616447,77,2
12821_57_3,126,161,161.0,12821,TURNER,Alexander,male,v1611563798,57,3
48053_51_3,126,161,161.0,48053,GABUN,Constantin,male,v1575380940,51,3
26103_53_3,126,161,161.0,26103,ABDELGHANY,Abdelrahman,male,v1648562224,53,3
20476_59_3,126,161,161.0,20476,MOHAMMADI,Mohammad,male,v1559633276,59,3
17358_296_1,108,161,161.0,17358,YASHUEV,Islam,male,v1636531417,296,1
25203_260_5,98,161,162.0,25203,ORTEGA MENDOZA,Jose Luis,male,v1617697137,260,5
63505_70_10,61,161,158.0,63505,GADJEU  POUAHA,Kevine  Laure,female,v1657905924,70,10
13758_23_7,40,161,157.0,13758,D ARCO,Vincenzo,male,v1550764548,23,7
25660_14_9,40,161,160.0,25660,SARSENOVA,Meruyert,female,v1613564902,14,9
65543_182_8,20,161,159.0,65543,ALSEHALY,Shihanah,female,v1663939579,182,8
37866_100_8,20,161,159.0,37866,HOANG,Thi Tinh,female,v1663939722,100,8
43994_14_4,144,162,161.0,43994,BAIGAZY,Ayan,male,v1582713888,14,4
21450_62_2,129,162,162.0,21450,AGAMAMMEDOV,Hekim,male,v1660000477,62,2
29189_26_1,106,162,162.0,29189,MUNRO,Dylan,male,v1579765601,26,1
39969_275_5,98,162,163.0,39969,CIRIC,Mihailo,male,v1663942475,275,5
36352_46_10,60,162,159.0,36352,ZHAO,Lile,female,v1666259264,46,10
63428_178_7,38,162,158.0,63428,AFUDE,Kalvin,male,v1616477156,178,7
21777_4_9,38,162,161.0,21777,MOSDIER,Anais,female,v1617010186,4,9
53986_61_13,6,162,161.0,53986,BAATARSUKH,Ganzaya,female,v1556806030,61,13
2146_61_4,144,163,162.0,2146,OTGONBAATAR,Uuganbaatar,male,v1573309817,61,4
2997_93_2,126,163,163.0,2997,CASTILLO,Nabor,male,v1583146854,93,2
2536_49_1,105,163,163.0,2536,PELIM,Phelipe,male,v1563990745,49,1
21316_20_5,94,163,164.0,21316,SABATER BRAU,Marc,male,v1611828324,20,5
16269_27_6,68,163,161.0,16269,OHAT,Zalan,male,v1616594076,27,6
64279_193_10,56,163,160.0,64279,WAGEMAKER,Alexe,female,v1623850653,193,10
42669_33_10,56,163,160.0,42669,SALONEN,Pihla,female,v1624885354,33,10
63732_14_10,56,163,160.0,63732,KAIRATOVA,Khanzada,female,v1620035002,14,10
16276_27_9,38,163,162.0,16276,KNETIG,Emoke,female,v1611565503,27,9
52484_95_7,36,163,159.0,52484,JAVIER ARIAS,Julio Cesar,male,v1661937555,95,7
67347_50_7,36,163,159.0,67347,BOUHBAL,Sami,male,v1647173776,50,7
44845_17_7,36,163,159.0,44845,IBRAEV,Temirlan,male,v1527593181,17,7
67500_50_7,36,163,159.0,67500,MOULA,Samir,male,v1647442813,50,7
28389_244_7,36,163,,28389,TOUMA,Hanna,male,v1668089221,244,7
55465_93_12,31,163,162.0,55465,GARCIA,Marcela,female,v1562594133,93,12
38980_28_8,18,163,161.0,38980,SUPUSEPA,Joshlyn,female,v1612865171,28,8
38420_56_13,6,163,162.0,38420,SWAN,Maria,female,v1544093822,56,13
55500_85_13,6,163,162.0,55500,MAIBAM,Indubala Devi,female,v1616502912,85,13
51935_17_13,6,163,162.0,51935,YULDOSHOVA,Shirinjon,female,v1658909538,17,13
14877_4_4,142,164,245.0,14877,KEITA,Ibrahim,male,v1548332027,4,4
17432_4_2,124,164,164.0,17432,CORRADO,Robin,male,v1555412984,4,2
49654_30_1,103,164,330.0,49654,CHRISTODOULIDES,Petros,male,v1610620081,30,1
30595_44_5,92,164,165.0,30595,BULIC,Josip,male,v1659999423,44,5
66781_23_6,64,164,162.0,66781,ANANI,Kwadjo,male,v1645182652,23,6
58210_182_9,36,164,163.0,58210,ALMELAIKI,Hessah,female,v1663939800,182,9
50808_9_12,26,164,163.0,50808,LYTVYNENKO,Yelyzaveta,female,v1611450941,9,12
37390_29_8,16,164,162.0,37390,GEORGIEVA,Aleksa,female,v1554371031,29,8
37718_47_4,136,165,163.0,37718,VUCUREVIC,Bozidar,male,v1619187121,47,4
67474_77_3,126,165,165.0,67474,ETCHECHURY,Matteo,male,v1646989638,77,3
71060_133_2,120,165,165.0,71060,AWAD,Nawar,male,v1662633934,133,2
31363_95_1,101,165,164.0,31363,PEPIN,Antfernee,male,v1653892344,95,1
21758_30_5,92,165,240.0,21758,MICHAEL,Aristos,male,v1613643093,30,5
46201_92_6,59,165,163.0,46201,ANGULO,Junior,male,v1581587158,92,6
23000_25_11,50,165,161.0,23000,DABROWSKA,Anna,female,v1551953572,25,11
71694_70_9,36,165,164.0,71694,NGUETSE,Milena,female,v1667482794,70,9
70676_57_9,36,165,164.0,70676,SOBERANO,Malia,female,v1660021768,57,9
45686_50_9,36,165,164.0,45686,ZAIDI,Hadjer,female,v1647441966,50,9
45702_50_9,36,165,164.0,45702,NOUAR,Zineb,female,v1529064432,50,9
47790_120_9,36,165,164.0,47790,HASSANE ABDOU,Zalika,female,v1655550497,120,9
64693_57_9,36,165,164.0,64693,CANCELA,Nicole,female,v1626939511,57,9
36803_4_9,36,165,164.0,36803,DESBUIS,Jade,female,v1655116456,4,9
39126_14_9,36,165,164.0,39126,ABDESHOVA,Balnur,female,v1620628954,14,9
48602_97_9,36,165,164.0,48602,ROJAS,Aixa Celene,female,v1663142212,97,9
19395_10_12,26,165,164.0,19395,KIROGLU,Ummuhan,female,v1643807789,10,12
45394_85_8,16,165,163.0,45394,SWAITA,Swaita,female,v1653906321,85,8
46742_25_8,16,165,163.0,46742,ONYSK,Oliwia,female,v1581407912,25,8
39610_4_8,16,165,163.0,39610,PERROT,Anais,female,v1666685504,4,8
7407_21_8,16,165,163.0,7407,RIBEIRO,Ines,female,v1642146769,21,8
49647_62_4,132,166,164.0,49647,OMIROV,Dayanch,male,v1659999607,62,4
34371_15_3,122,166,166.0,34371,AN,Jaesik,male,v1575372418,15,3
32432_24_2,119,166,166.0,32432,KAPELUSHNIK,Daniel,male,v1522999478,24,2
40431_92_1,100,166,165.0,40431,GARBOA,Bryan,male,v1616091112,92,1
58744_50_5,92,166,166.0,58744,KABRI,Oussma,male,v1641984533,50,5
17217_323_6,56,166,164.0,17217,KHANKAN,Adnan,male,v1621581089,323,6
41587_233_10,56,166,163.0,41587,ANESTOR,Sabiana,female,v1610936435,233,10
63266_14_11,46,166,162.0,63266,KUYULOVA,Esmigul,female,v1666266118,14,11
31169_296_12,25,166,165.0,31169,ZOLNIKOVA,Tatiana,female,v1579097677,296,12
25864_13_13,5,166,165.0,25864,IZUMI,Mao,female,v1621236099,13,13
44569_10_13,5,166,165.0,44569,AYKAC,Sumeyra,female,v1616575753,10,13
21674_16_13,5,166,165.0,21674,KANTSAVAYA,Darya,female,v1546595286,16,13
20978_26_13,5,166,165.0,20978,LUDFORD,Shelley,female,v1614028541,26,13
41851_13_4,130,167,165.0,41851,TOMOKIYO,Hikaru,male,v1641835525,13,4
36782_28_3,120,167,167.0,36782,HEG,Koen,male,v1556802904,28,3
45100_14_2,115,167,167.0,45100,ZAIZAGALIYEV,Nursultan,male,v1646814274,14,2
2736_61_1,100,167,166.0,2736,DASHDAVAA,Amartuvshin,male,v1546590639,61,1
16352_177_5,91,167,167.0,16352,RAMALANJAONA,Raliterasolo  Ricky,male,v1608312864,177,5
47240_96_6,56,167,165.0,47240,ARISMENDI,Franco,male,v1648807260,96,6
62521_70_10,54,167,164.0,62521,DJONA FOKO,Brenda,female,v1666293012,70,10
42662_92_11,45,167,163.0,42662,ORTIZ,Edith,female,v1581587107,92,11
46647_4_12,24,167,166.0,46647,BARBAUD,Gabrielle,female,v1623240663,4,12
42857_23_12,24,167,166.0,42857,CIANO,Raffaella Lelia,female,v1625148924,23,12
21086_26_4,130,168,166.0,21086,DELSOL,Louis,male,v1580737947,26,4
13352_29_3,120,168,168.0,13352,IVANOV,Denislav,male,v1642406836,29,3
70196_97_2,112,168,168.0,70196,VILLADA,Santiago,male,v1658133226,97,2
69720_49_2,112,168,168.0,69720,LIMA,Ronald,male,v1657303072,49,2
52615_14_2,112,168,168.0,52615,RAKHMETKALI,Zhanarys,male,v1649148405,14,2
43924_3_2,112,168,168.0,43924,ALTEMIROV,Deny,male,v1646685708,3,2
43925_3_2,112,168,168.0,43925,DEMETS,Robbe,male,v1659001016,3,2
49857_4_2,112,168,168.0,49857,MOUNDANGA,Maxime,male,v1552296326,4,2
28440_17_1,100,168,167.0,28440,RUZIEV,Doston,male,v1554899255,17,1
70730_297_1,100,168,167.0,70730,ELIET,Jerome,male,v1660352858,297,1
71114_49_1,100,168,167.0,71114,SOUZA KAMEO,Caio Kenzo,male,v1663669310,49,1
19133_47_5,90,168,168.0,19133,MILETIC,Toni,male,v1663942345,47,5
24215_14_6,56,168,166.0,24215,SALMENOV,Serik,male,v1579603259,14,6
32981_21_10,50,168,165.0,32981,TRINDADE,Teresa,female,v1579694583,21,10
36332_23_10,50,168,165.0,36332,AVANZATO,Carlotta,female,v1553764678,23,10
47727_25_11,44,168,164.0,47727,SOKOLOWSKA,Aleksandra,female,v1582707157,25,11
32560_25_7,35,168,163.0,32560,KORDYALIK,Wojciech,male,v1579770554,25,7
12530_180_4,126,169,167.0,12530,KWITONDA,Samuel,male,v1620027409,180,4
49626_4_3,118,169,169.0,49626,ZOUBKO,Daniyl,male,v1623240157,4,3
66517_14_5,90,169,169.0,66517,ZHANATAYEV,Yerassyl,male,v1643877322,14,5
49222_35_6,52,169,167.0,49222,OSCARSSON,Axel,male,v1614928566,35,6
17299_23_11,42,169,165.0,17299,BOI,Miriam,female,v1625148924,23,11
25022_14_7,35,169,164.0,25022,KRIKBAY,Galymzhan,male,v1612865878,14,7
6889_292_12,23,169,168.0,6889,AGONO WORA,Karene,female,v1614932339,292,12
60308_205_8,15,169,167.0,60308,SAOUDI,Olfa,female,v1635336244,205,8
18171_25_4,125,170,168.0,18171,STEPIEN,Damian,male,v1552298987,25,4
44133_96_3,118,170,170.0,44133,VEGA,Juan Pablo,male,v1551352980,96,3
51002_14_5,86,170,170.0,51002,ARAPOV,Aidar,male,v1621593425,14,5
7924_23_6,52,170,168.0,7924,POZZI,Davide,male,v1617694587,23,6
34074_96_10,50,170,167.0,34074,HERNANDEZ,Micaela,female,v1666205078,96,10
32109_50_10,50,170,167.0,32109,BOUAKACHE,Zina,female,v1529055495,50,10
66167_30_10,50,170,,66167,AZINOU,Marina,female,v1643725538,30,10
45701_50_10,50,170,167.0,45701,BELHOUT,Khadidja,female,v1529064324,50,10
55227_77_10,50,170,167.0,55227,MACCHIAVELLO,Jorgelina,female,v1560848207,77,10
22264_28_10,50,170,167.0,22264,JANSSEN,Danique,female,v1544434563,28,10
31900_14_11,38,170,166.0,31900,BERDYBEKOVA,Iolanta,female,v1568274754,14,11
31444_95_7,35,170,165.0,31444,SANTANA,Luis,male,v1616654959,95,7
7156_113_7,35,170,165.0,7156,ALVARADO,Frank,male,v1609597741,113,7
8270_14_12,23,170,169.0,8270,KASHKYN,Zhanar,female,v1614067587,14,12
45278_14_8,13,170,168.0,45278,BAZHAYEVA,Margarita,female,v1614759174,14,8
62478_9_13,3,170,169.0,62478,LOHOIDA,Iryna,female,v1633157851,9,13
45396_85_13,3,170,169.0,45396,LAISHRAM,Roshni Devi,female,v1528716211,85,13
64642_57_13,3,170,169.0,64642,ACTON,Crystal,female,v1625645630,57,13
43442_8_13,3,170,169.0,43442,AMIRLI,Narmin,female,v1582553989,8,13
36576_27_13,3,170,169.0,36576,FARKAS,Szilvia,female,v1646908661,27,13
12341_56_4,124,171,169.0,12341,KNOESTER,Calvin,male,v1544011887,56,4
37762_193_3,115,171,171.0,37762,RUEBO,Jano,male,v1649765555,193,3
29911_10_1,99,171,170.0,29911,KARAHAN,Emirhan,male,v1618571582,10,1
24030_296_5,85,171,171.0,24030,OGANISIAN,David,male,v1638176611,296,5
20721_14_5,85,171,171.0,20721,SAGITBEK,Assylan,male,v1618576764,14,5
3364_27_6,50,171,169.0,3364,TOTH,Krisztian,male,v1668955609,27,6
51005_14_6,50,171,169.0,51005,SABIT,Kairatbek,male,v1614758656,14,6
62526_70_6,50,171,169.0,62526,HEUMOU HEUMI,Gabin Ulrich,male,v1666296027,70,6
2141_87_6,50,171,,2141,ALDIKAN,Ghanam,male,v1668522364,87,6
1381_296_6,50,171,169.0,1381,DOVGAN,Dmitrii,male,v1635505562,296,6
13172_50_6,50,171,169.0,13172,AMMOUR,Faycal,male,v1647443163,50,6
2038_266_6,50,171,169.0,2038,MATEI,Daniel,male,v1576588394,266,6
46113_244_11,36,171,,46113,RADI,marilys,female,v1529063186,244,11
65594_133_11,36,171,,65594,KENAN,Sama,female,v1636362736,133,11
45652_50_11,36,171,168.0,45652,LARBI,Sabrina,female,v1529057825,50,11
44132_96_11,36,171,168.0,44132,QUEVEDO,Allyson,female,v1650438601,96,11
31596_193_11,36,171,168.0,31596,FISCHER,Malin,female,v1639576490,193,11
71533_98_11,36,171,168.0,71533,KAMBIRE,Kpetone Axelle Ammanuella,female,v1666942078,98,11
12678_26_11,36,171,168.0,12678,SMYTHE-DAVIS,Nekoda,female,v1666459593,26,11
48776_20_11,36,171,168.0,48776,KOPNYAYEVA,Vlada,female,v1635859197,20,11
43699_4_11,36,171,168.0,43699,BRIANT,Mathilde,female,v1540390156,4,11
45011_18_11,36,171,168.0,45011,MANNAII,Mouna,female,v1582099393,18,11
42612_32_12,22,171,170.0,42612,ZARYBNICKA,Julie,female,v1636372812,32,12
45556_4_12,22,171,170.0,45556,SOULA,Florine,female,v1582559388,4,12
43006_44_12,22,171,170.0,43006,KULIC,Karla,female,v1580392597,44,12
7824_43_8,12,171,169.0,7824,BUDESCU,Ana,female,v1627980039,43,8
22144_275_4,123,172,170.0,22144,NISKANOVIC,Jovan,male,v1635765531,275,4
23459_14_3,115,172,172.0,23459,BAGTBERGENOV,Zhanbolat,male,v1614759336,14,3
43233_32_1,95,172,171.0,43233,DVORACEK,Antonin,male,v1635846479,32,1
71700_78_7,26,172,168.0,71700,DIOUF,Souleymane,male,v1667212138,78,7
27425_25_7,26,172,168.0,27425,KRUEGER,Mariusz,male,v1603180591,25,7
10470_101_7,26,172,168.0,10470,DUGASSE,Dominic,male,v1617018246,101,7
49744_27_8,10,172,170.0,49744,MAMIRA,Luca,female,v1549460545,27,8
46040_6_4,123,173,171.0,46040,DVALASHVILI,Zaur,male,v1531315746,6,4
62725_177_3,115,173,173.0,62725,RANDRIANASOLO,Lova Mahaisoa,male,v1655971763,177,3
44295_6_1,91,173,172.0,44295,SHATIRISHVILI,Shakro,male,v1581586142,6,1
37881_296_1,91,173,172.0,37881,PARCHIEV,Abu-Muslim,male,v1556528077,296,1
69773_74_5,84,173,173.0,69773,CHEN,Peng-Yu,male,v1656507783,74,5
36548_23_5,84,173,173.0,36548,SAMMARTINO,Gabriele,male,v1551097984,23,5
20258_6_8,10,173,171.0,20258,KIPSHIDZE,Natalia,female,v1615534363,6,8
60889_14_8,10,173,171.0,60889,SARSENBEK,Nurailym,female,v1582123357,14,8
19180_27_8,10,173,171.0,19180,BERINGER,Fatime,female,v1663939552,27,8
18430_275_4,122,174,173.0,18430,MADZAREVIC,Uros,male,v1547736413,275,4
50968_6_2,112,174,174.0,50968,ZIRAKASHVILI,Tengo,male,v1666868456,6,2
66084_21_2,112,174,174.0,66084,PIRES,Kainan,male,v1643022104,21,2
67837_17_3,112,174,174.0,67837,TOSHEV,Khojiakbar,male,v1658000753,17,3
20937_10_9,33,174,173.0,20937,KORKMAZ,Irem,female,v1570003520,10,9
21683_4_12,21,174,173.0,21683,EME,Clemence,female,v1543324662,4,12
51197_49_4,120,175,174.0,51197,BRIGIDA,Caio,male,v1555073115,49,4
31685_5_3,112,175,175.0,31685,AVEDISYAN,Arsen,male,v1649759700,5,3
52978_108_3,112,175,175.0,52978,SIDIBE,Mady,male,v1657907320,108,3
32436_24_1,91,175,174.0,32436,YEHUDAI,Ilay,male,v1521823177,24,1
46529_292_5,84,175,175.0,46529,MINTSA DIARRA,Adama Dalex,male,v1620806499,292,5
18013_28_9,30,175,174.0,18013,KEMMINK,Julie,female,v1612865515,28,9
14879_4_7,25,175,171.0,14879,SANAL,Emre,male,v1630483106,4,7
46196_95_7,25,175,171.0,46196,MARTE FURMET,Gabriel,male,v1603191648,95,7
51641_78_7,25,175,171.0,51641,DIOP,Malick,male,v1605172621,78,7
32298_2_12,19,175,175.0,32298,SCHUCHTER,Anna-Lena,female,v1642082212,2,12
30641_44_13,3,175,174.0,30641,MIOCIC,Zrinka,female,v1565028860,44,13
43277_47_4,116,176,214.0,43277,HEBIB,Mustafa,male,v1623058371,47,4
13074_113_2,112,176,176.0,13074,PATINO,Michael,male,v1650891225,113,2
11297_211_1,91,176,175.0,11297,ISSA SANI,Ibrahim,male,v1565030201,211,1
22427_296_5,80,176,176.0,22427,TCECHOEV,Alikhan,male,v1579165559,296,5
1709_6_5,80,176,176.0,1709,TCHRIKISHVILI,Avtandili,male,v1607501684,6,5
14633_44_10,47,176,172.0,14633,SIKIC,Tena,female,v1546527831,44,10
45193_193_9,29,176,175.0,45193,KOLEIN,Nathalie,female,v1643198877,193,9
24544_296_12,18,176,176.0,24544,LIALINA,Ekaterina,female,v1431085748,296,12
52531_43_8,9,176,174.0,52531,BLANARU,Cristina,female,v1609838932,43,8
45324_62_13,3,176,175.0,45324,NURMEDOVA,Ogulgerek,female,v1615197306,62,13
34331_78_13,3,176,175.0,34331,DIATTA,Yacine,female,v1653405747,78,13
181_21_13,3,176,175.0,181,RAMIREZ,Yahima,female,v1571659050,21,13
63426_178_13,3,176,175.0,63426,BICHBICH,Joyce,female,v1618329298,178,13
16595_211_13,3,176,175.0,16595,DANIELLA,Gedeon,female,v1521453013,211,13
62718_177_13,3,176,175.0,62718,RASOANAIVO,Miora,female,v1607941318,177,13
48204_11_4,116,177,175.0,48204,DEMOURTSIDIS,Theodoros,male,v1630489768,11,4
8289_14_3,110,177,177.0,8289,SERIKZHANOV,Yerlan,male,v1577719299,14,3
67011_50_2,106,177,177.0,67011,CHERRAD,Rachid,male,v1646123334,50,2
66113_244_1,86,177,176.0,66113,DACRUZ,Felipe,male,v1656931455,244,1
21713_172_10,43,177,174.0,21713,ELALMI,Hadeel,female,v1599725272,172,10
40412_113_9,28,177,176.0,40412,HUAYHUAMEZA,Noemi,female,v1650889396,113,9
51017_6_12,16,177,177.0,51017,GULBANI,Nino,female,v1662714840,6,12
39470_138_8,8,177,175.0,39470,ESPOSITO,Katryna,female,v1618386693,138,8
12912_116_4,116,178,176.0,12912,GUILLEN VARGAS,David,male,v1610644487,116,4
22735_14_3,107,178,178.0,22735,BARYS,Kuan,male,v1615197441,14,3
36173_14_2,105,178,178.0,36173,SAGYNGALIULY,Bauyrzhan,male,v1614586477,14,2
18895_9_2,105,178,178.0,18895,KHLOPETSKYI,Danylo,male,v1634233703,9,2
36616_16_1,85,178,177.0,36616,KOLASAU,Artsiom,male,v1621592747,16,1
9357_8_1,85,178,177.0,9357,VALIZADA,Oruj,male,v1546421453,8,1
45336_102_5,79,178,178.0,45336,KONE,Carmel,male,v1664446445,102,5
13150_50_6,42,178,175.0,13150,HEDJALA,El Mehdi,male,v1647340744,50,6
43011_27_10,42,178,175.0,43011,KRIZA,Anna,female,v1641205307,27,10
50766_6_10,42,178,175.0,50766,UTNELISHVILI,Regina,female,v1626617597,6,10
104_26_9,28,178,177.0,104,RENICKS,Kimberley,female,v1615537178,26,9
47917_26_7,22,178,174.0,47917,MCWATT,Andrew,male,v1659998698,26,7
19035_44_7,22,178,174.0,19035,SKALEC,Marcel,male,v1659998828,44,7
16823_46_12,16,178,178.0,16823,LIU,Hongyan,female,v1546596267,46,12
18482_23_8,8,178,176.0,18482,AVILA,Matilda,female,v1625148924,23,8
22507_193_8,8,178,176.0,22507,ISCHT,Sarah,female,v1612520584,193,8
19947_28_4,116,179,177.0,19947,SNIJDERS,Thomas,male,v1618997764,28,4
